X,Y,Z,intensity,ring,dist
2.02581,1.79229,0.624464,72.0,14,2.0258140563964844
1.41103,1.24794,-0.0328803,29.0,7,1.4110348224639893
1.9973,1.76582,0.714341,87.0,15,1.9972990751266479
2.04613,1.80391,-0.730905,12.0,0,2.0461337566375732
2.04031,1.79814,0.0474705,76.0,8,2.0403051376342773
2.05493,1.80976,0.143505,65.0,9,2.0549333095550537
2.04276,1.7984,0.238109,69.0,10,2.0427610874176025
1.38205,1.2163,-0.291594,2.0,3,1.3820546865463257
2.02696,1.78324,0.331485,75.0,11,2.0269629955291748
1.39226,1.22442,-0.227652,2.0,4,1.3922598361968994
2.04288,1.79598,0.430821,81.0,12,2.0428817272186279
1.37215,1.20632,-0.159844,1.0,5,1.3721542358398438
2.01444,1.77035,0.52129,92.0,13,2.0144360065460205
1.36393,1.19824,-0.0951468,61.0,6,1.3639261722564697
2.04262,1.79385,0.627613,62.0,14,2.0426187515258789
1.42612,1.25199,-0.0331247,24.0,7,1.4261196851730347
2.01247,1.76613,0.717446,87.0,15,2.0124692916870117
2.14835,1.88074,-0.765069,1.0,0,2.1483521461486816
2.05861,1.80154,0.0477498,74.0,8,2.0586085319519043
1.56205,1.3665,-0.479146,1.0,1,1.5620455741882324
2.05522,1.79731,0.143087,63.0,9,2.0552239418029785
2.05053,1.79257,0.238284,72.0,10,2.0505268573760986
1.39373,1.21797,-0.293158,2.0,3,1.3937293291091919
2.01673,1.76179,0.328804,51.0,11,2.0167293548583984
1.39054,1.21433,-0.226677,1.0,4,1.3905448913574219
2.05509,1.79403,0.432072,73.0,12,2.055091381072998
1.38386,1.20807,-0.160715,1.0,5,1.383861780166626
2.02208,1.7646,0.521672,100.0,13,2.0220813751220703
1.39218,1.21448,-0.0968215,51.0,6,1.3921817541122437
2.03859,1.77775,0.624464,70.0,14,2.0385873317718506
1.44555,1.26015,-0.0334737,23.0,7,1.4455540180206299
2.02445,1.76417,0.719517,87.0,15,2.0244481563568115
1.54255,1.34092,-0.547661,1.0,0,1.5425503253936768
2.07092,1.79959,0.0478894,74.0,8,2.0709209442138672
2.05395,1.78358,0.142563,67.0,9,2.0539455413818359
2.0673,1.79455,0.239504,69.0,10,2.0673024654388428
1.40245,1.21698,-0.294097,1.0,3,1.4024480581283569
2.04536,1.77425,0.33246,60.0,11,2.0453603267669678
1.39478,1.20947,-0.226677,1.0,4,1.3947756290435791
2.0494,1.7765,0.429569,80.0,12,2.0493996143341064
1.38656,1.20193,-0.160541,1.0,5,1.3865644931793213
2.04158,1.7691,0.525106,100.0,13,2.0415823459625244
1.40698,1.21876,-0.0975542,52.0,6,1.4069803953170776
2.05509,1.77955,0.627613,51.0,14,2.0550925731658936
1.44692,1.25248,-0.0334039,24.0,7,1.4469202756881714
2.03206,1.75836,0.720035,91.0,15,2.0320553779602051
1.51212,1.30523,-0.535238,1.0,0,1.5121235847473145
2.0787,1.79366,0.0479243,69.0,8,2.0787045955657959
1.68074,1.44976,-0.512438,1.0,1,1.6807441711425781
2.0768,1.79075,0.143715,65.0,9,2.0767967700958252
2.06752,1.78212,0.238807,69.0,10,2.0675177574157715
1.40818,1.21337,-0.29441,1.0,3,1.4081844091415405
2.05756,1.77228,0.333435,66.0,11,2.0575568675994873
1.39598,1.202,-0.22619,1.0,4,1.3959795236587524
2.05559,1.76933,0.429569,81.0,12,2.0555887222290039
1.39981,1.20488,-0.161587,1.0,5,1.3998121023178101
2.05221,1.7658,0.526251,99.0,13,2.0522093772888184
1.41728,1.21906,-0.0979729,46.0,6,1.4172821044921875
2.05095,1.76347,0.624464,72.0,14,2.0509486198425293
1.44522,1.24221,-0.0332643,25.0,7,1.4452178478240967
2.04111,1.75377,0.72107,93.0,15,2.0411100387573242
1.4932,1.27983,-0.526956,2.0,0,1.4932019710540771
2.08192,1.78379,0.0478545,69.0,8,2.081916332244873
1.68579,1.44388,-0.512438,1.0,1,1.6857936382293701
2.08455,1.78479,0.143819,67.0,9,2.0845527648925781
2.06767,1.76971,0.238109,66.0,10,2.0676717758178711
1.41841,1.21358,-0.295661,1.0,3,1.4184143543243408
2.06826,1.76896,0.334166,93.0,11,2.0682570934295654
1.42129,1.21518,-0.229602,1.0,4,1.4212901592254639
2.06776,1.76728,0.430821,78.0,12,2.0677578449249268
1.39189,1.18963,-0.160192,1.0,5,1.3918919563293457
2.04941,1.75098,0.523962,85.0,13,2.0494053363800049
1.45038,1.23875,-0.0999617,33.0,6,1.4503848552703857
2.08229,1.77781,0.632113,59.0,14,2.0822856426239014
1.45867,1.24494,-0.0334737,28.0,7,1.4586710929870605
2.05016,1.74915,0.722105,91.0,15,2.050159215927124
1.5006,1.27711,-0.527991,2.0,0,1.5006030797958374
2.09118,1.7791,0.0479243,68.0,8,2.0911760330200195
2.0999,1.78526,0.144447,66.0,9,2.0999009609222412
2.07991,1.76764,0.238807,71.0,10,2.079909086227417
1.4121,1.19967,-0.293471,0.0,3,1.4121040105819702
2.06534,1.75402,0.332703,94.0,11,2.0653414726257324
1.4225,1.20765,-0.229114,1.0,4,1.4224965572357178
2.08295,1.76772,0.432698,78.0,12,2.0829510688781738
1.41427,1.20023,-0.162284,1.0,5,1.4142653942108154
2.06449,1.75143,0.526251,100.0,13,2.0644879341125488
1.46993,1.24659,-0.101008,42.0,6,1.4699323177337646
2.07956,1.76297,0.629413,78.0,14,2.0795602798461914
1.47674,1.25148,-0.0337879,34.0,7,1.4767382144927979
2.06215,1.74697,0.724176,95.0,15,2.062147855758667
1.52866,1.29182,-0.536273,2.0,0,1.528659462928772
2.10043,1.77437,0.0479941,69.0,8,2.1004290580749512
2.10612,1.77792,0.144447,66.0,9,2.1061184406280518
2.09673,1.76936,0.240027,72.0,10,2.0967259407043457
1.42534,1.20238,-0.295348,0.0,3,1.4253427982330322
2.07449,1.74936,0.333191,99.0,11,2.0744855403900146
1.45099,1.22314,-0.233014,1.0,4,1.4509879350662231
2.09515,1.76553,0.433949,76.0,12,2.0951519012451172
1.42454,1.20043,-0.162981,0.0,5,1.4245409965515137
2.07059,1.74422,0.526251,90.0,13,2.0705885887145996
1.46053,1.22988,-0.100066,40.0,6,1.4605253934860229
2.09763,1.76574,0.633012,61.0,14,2.0976290702819824
1.48722,1.25147,-0.0339275,41.0,7,1.4872176647186279
2.0771,1.74723,0.727282,93.0,15,2.0771040916442871
1.59532,1.33863,-0.558014,1.0,0,1.5953150987625122
2.11887,1.77731,0.0482734,69.0,8,2.1188662052154541
1.62616,1.36354,-0.489943,1.0,1,1.6261587142944336
2.10925,1.76799,0.144238,66.0,9,2.1092507839202881
1.50611,1.26243,-0.382,1.0,2,1.5061050653457642
2.10594,1.76459,0.240376,74.0,10,2.1059432029724121
1.47799,1.23798,-0.30536,1.0,3,1.477989673614502
2.08667,1.7472,0.334166,94.0,11,2.086667537689209
1.4933,1.24993,-0.239108,11.0,4,1.4933047294616699
2.09827,1.75567,0.433324,75.0,12,2.0982716083526611
1.45317,1.2159,-0.16577,0.0,5,1.4531710147857666
2.09022,1.74831,0.529686,96.0,13,2.090217113494873
1.49392,1.24911,-0.102055,60.0,6,1.493922233581543
2.08733,1.74466,0.628063,70.0,14,2.087332010269165
1.49465,1.24883,-0.0339973,36.0,7,1.4946458339691162
2.0906,1.74616,0.72987,99.0,15,2.0906045436859131
2.11203,1.75968,-0.736599,14.0,0,2.112030029296875
2.12967,1.77374,0.0483781,72.0,8,2.1296665668487549
2.11015,1.75686,-0.633912,11.0,1,2.11014723777771
2.12155,1.76573,0.144657,66.0,9,2.1215496063232422
1.48032,1.23205,-0.374367,0.0,2,1.4803225994110107
2.11056,1.75596,0.240201,71.0,10,2.1105587482452393
1.49141,1.2404,-0.307237,2.0,3,1.4914149045944214
2.10191,1.74752,0.335628,96.0,11,2.101912260055542
2.10135,1.74581,0.432698,73.0,12,2.101348876953125
1.51717,1.26048,-0.172568,16.0,5,1.517174243927002
2.09631,1.74101,0.529686,96.0,13,2.0963068008422852
1.48905,1.23624,-0.101427,57.0,6,1.4890528917312622
2.10241,1.74483,0.630763,72.0,14,2.1024072170257568
1.50515,1.24871,-0.0341369,36.0,7,1.5051523447036743
2.09223,1.73515,0.728317,93.0,15,2.0922255516052246
2.12411,1.75722,-0.73867,14.0,0,2.1241140365600586
2.1343,1.76502,0.0483432,69.0,8,2.1343047618865967
2.13129,1.7619,-0.638411,44.0,1,2.1312861442565918
2.12924,1.75958,0.144761,63.0,9,2.1292400360107422
1.50277,1.24188,-0.378947,0.0,2,1.5027748346328735
2.12128,1.75239,0.240724,72.0,10,2.1212830543518066
1.49421,1.23393,-0.306924,2.0,3,1.49421226978302
2.11412,1.74523,0.336603,94.0,11,2.1141231060028076
1.50353,1.24073,-0.239351,72.0,4,1.5035250186920166
2.112,1.74224,0.433636,77.0,12,2.1120009422302246
1.52464,1.25771,-0.172917,70.0,5,1.5246385335922241
2.10086,1.73243,0.529304,87.0,13,2.1008572578430176
2.1145,1.74244,0.632562,72.0,14,2.1145000457763672
1.51413,1.24727,-0.0342416,43.0,7,1.5141321420669556
2.09827,1.72784,0.728317,91.0,15,2.0982692241668701
2.13322,1.75225,-0.739705,15.0,0,2.1332211494445801
2.13736,1.75502,0.0482734,69.0,8,2.1373612880706787
2.14044,1.75692,-0.639311,65.0,1,2.1404366493225098
2.14587,1.76138,0.145494,66.0,9,2.1458706855773926
1.49799,1.22915,-0.376657,0.0,2,1.4979945421218872
2.13047,1.7475,0.241073,74.0,10,2.1304676532745361
1.48629,1.21868,-0.304422,2.0,3,1.4862903356552124
2.11406,1.73281,0.335628,96.0,11,2.1140618324279785
1.5061,1.23448,-0.239108,82.0,4,1.5060962438583374
2.12541,1.74149,0.435201,76.0,12,2.1254065036773682
1.53673,1.25869,-0.173789,80.0,5,1.5367265939712524
2.11145,1.72882,0.530449,99.0,13,2.1114492416381836
1.70011,1.39153,-0.115139,1.0,6,1.7001147270202637
2.13082,1.74406,0.635712,76.0,14,2.1308224201202393
1.53683,1.25743,-0.0346605,43.0,7,1.5368322134017944
2.11446,1.72943,0.73194,85.0,15,2.1144552230834961
2.14501,1.75005,-0.741775,15.0,0,2.1450061798095703
2.14627,1.75045,0.0483432,68.0,8,2.1462695598602295
2.14021,1.74489,-0.637511,64.0,1,2.1402089595794678
2.14706,1.75047,0.14518,65.0,9,2.1470553874969482
1.51424,1.2341,-0.37971,0.0,2,1.5142369270324707
2.15324,1.75427,0.24299,87.0,10,2.1532423496246338
1.50258,1.22373,-0.306924,3.0,3,1.5025767087936401
2.11672,1.72328,0.335141,94.0,11,2.1167171001434326
1.50556,1.22572,-0.238376,89.0,4,1.5055630207061768
2.1373,1.73942,0.436452,81.0,12,2.1372988224029541
1.54244,1.25485,-0.173963,75.0,5,1.5424374341964722
2.12022,1.72428,0.531212,99.0,13,2.1202166080474854
2.13206,1.7333,0.634362,79.0,14,2.1320586204528809
1.55186,1.26116,-0.0349048,43.0,7,1.5518562793731689
2.12468,1.72606,0.733493,91.0,15,2.1246767044067383
2.16581,1.75509,-0.746952,16.0,0,2.1658074855804443
2.16138,1.75088,0.0485526,68.0,8,2.1613848209381104
2.15053,1.74146,-0.638861,63.0,1,2.1505274772644043
2.1516,1.74171,0.145075,66.0,9,2.1515998840332031
1.52137,1.23154,-0.380473,0.0,2,1.5213726758956909
2.1513,1.74085,0.242119,76.0,10,2.1513035297393799
1.51584,1.22619,-0.308802,3.0,3,1.5158414840698242
2.13168,1.72374,0.336603,94.0,11,2.1316812038421631
1.51292,1.22295,-0.238864,84.0,4,1.5129197835922241
2.14028,1.72946,0.435826,78.0,12,2.1402847766876221
1.55434,1.25599,-0.174834,75.0,5,1.5543389320373535
2.13356,1.72341,0.53312,60.0,13,2.1335597038269043
2.14416,1.73074,0.636162,74.0,14,2.1441617012023926
1.54536,1.24694,-0.0346605,45.0,7,1.5453557968139648
2.13069,1.71864,0.733493,70.0,15,2.1306884288787842
2.1659,1.74267,-0.744881,14.0,0,2.1659002304077148
2.17683,1.75084,0.048762,68.0,8,2.1768333911895752
2.16722,1.74249,-0.64201,66.0,1,2.1672229766845703
2.16701,1.7417,0.145703,67.0,9,2.1670074462890625
1.52719,1.22746,-0.380855,1.0,2,1.5271928310394287
2.15271,1.72958,0.241596,73.0,10,2.1527080535888672
1.51703,1.21842,-0.308176,3.0,3,1.5170314311981201
2.14388,1.72126,0.337578,94.0,11,2.1438772678375244
1.52028,1.22015,-0.239351,80.0,4,1.5202761888504028
2.14631,1.72198,0.435826,75.0,12,2.1463074684143066
1.5525,1.24557,-0.174137,66.0,5,1.5524965524673462
2.14416,1.71964,0.534265,84.0,13,2.1441566944122314
2.14867,1.72203,0.635712,81.0,14,2.1486682891845703
1.55594,1.24654,-0.0348001,46.0,7,1.555941104888916
2.13215,1.70756,0.73194,87.0,15,2.1321513652801514
2.16895,1.73269,-0.743846,15.0,0,2.1689519882202148
2.17668,1.73824,0.0486224,68.0,8,2.1766808032989502
2.18243,1.74221,-0.64471,65.0,1,2.1824307441711426
2.17776,1.73786,0.146017,62.0,9,2.177757740020752
1.54835,1.23559,-0.385053,6.0,2,1.5483484268188477
2.16496,1.72703,0.242293,71.0,10,2.1649622917175293
1.52128,1.21312,-0.308176,3.0,3,1.5212756395339966
2.16229,1.72366,0.339528,92.0,11,2.1622908115386963
1.52142,1.21236,-0.238864,80.0,4,1.5214207172393799
2.1554,1.71694,0.436452,78.0,12,2.1553962230682373
1.55372,1.23766,-0.173789,54.0,5,1.5537185668945312
2.14554,1.70847,0.53312,61.0,13,2.1455392837524414
1.59389,1.26875,-0.106765,1.0,6,1.5938897132873535
2.16382,1.72179,0.638411,64.0,14,2.163815975189209
1.56654,1.24608,-0.0349397,53.0,7,1.5665432214736938
2.14566,1.70612,0.734528,93.0,15,2.1456589698791504
2.18709,1.73471,-0.747987,15.0,0,2.1870942115783691
2.18117,1.72939,0.0485875,70.0,8,2.181168794631958
2.18239,1.72974,-0.64291,66.0,1,2.1823902130126953
1.56035,1.23627,-0.386961,6.0,2,1.5603452920913696
2.16004,1.7108,0.241073,32.0,10,2.1600449085235596
1.5286,1.21025,-0.308802,4.0,3,1.5285985469818115
2.16207,1.71118,0.338553,87.0,11,2.162067174911499
1.53187,1.21197,-0.239839,84.0,4,1.53187096118927
2.17222,1.71798,0.438642,86.0,12,2.172222375869751
1.57209,1.24335,-0.175357,55.0,5,1.5720939636230469
2.14995,1.69976,0.532739,84.0,13,2.1499483585357666
2.17287,1.71665,0.639311,79.0,14,2.1728715896606445
1.5803,1.24805,-0.0351491,53.0,7,1.5802984237670898
2.1516,1.69862,0.734528,93.0,15,2.151602029800415
2.20376,1.73544,-0.751611,17.0,0,2.2037608623504639
2.19505,1.72795,0.048762,68.0,8,2.19504714012146
2.18229,1.71729,-0.64111,64.0,1,2.1822888851165771
2.10193,1.65346,0.140156,3.0,9,2.1019289493560791
1.56619,1.23203,-0.387342,3.0,2,1.5661945343017578
1.53126,1.20369,-0.308489,5.0,3,1.5312607288360596
1.5236,1.19681,-0.237889,87.0,4,1.5236039161682129
2.18131,1.71283,0.439268,69.0,12,2.1813127994537354
1.58113,1.24154,-0.17588,57.0,5,1.5811254978179932
2.16668,1.70073,0.53541,68.0,13,2.1666793823242188
2.18038,1.71025,0.639761,70.0,14,2.1803834438323975
1.59094,1.24746,-0.0352888,47.0,7,1.5909398794174194
2.16512,1.69706,0.737117,87.0,15,2.1651208400726318
2.20981,1.72773,-0.751611,16.0,0,2.2098050117492676
2.20737,1.72521,0.0489016,66.0,8,2.2073681354522705
2.20363,1.72166,-0.645609,45.0,1,2.2036268711090088
2.11556,1.65226,0.140679,3.0,9,2.1155579090118408
2.20951,1.72564,-0.544951,27.0,2,2.209510326385498
2.11383,1.65032,0.234623,3.0,10,2.113828182220459
1.56037,1.21778,-0.313495,9.0,3,1.5603694915771484
1.5309,1.19392,-0.238376,91.0,4,1.5309020280838013
1.58231,1.23357,-0.175532,54.0,5,1.5823074579238892
2.1788,1.69798,0.536937,88.0,13,2.178797721862793
2.1848,1.70144,0.639311,79.0,14,2.1848032474517822
1.59528,1.2419,-0.0352888,45.0,7,1.5952849388122559
2.18628,1.70136,0.742293,85.0,15,2.1862764358520508
2.19598,1.70461,-0.744881,24.0,0,2.1959841251373291
2.22286,1.72485,0.0491111,66.0,8,2.2228567600250244
2.21424,1.71754,-0.646959,24.0,1,2.2142422199249268
2.11184,1.63752,0.140051,2.0,9,2.1118428707122803
2.21862,1.72032,-0.545714,43.0,2,2.2186238765716553
2.10855,1.63438,0.233403,2.0,10,2.1085536479949951
1.56929,1.21595,-0.314433,12.0,3,1.569294810295105
2.12494,1.6459,0.330022,2.0,11,2.1249399185180664
1.5382,1.191,-0.238864,82.0,4,1.538199782371521
2.14948,1.6637,0.430508,2.0,12,2.1494781970977783
1.58209,1.2241,-0.175009,71.0,5,1.5820902585983276
2.19403,1.69757,0.539226,61.0,13,2.1940274238586426
2.19535,1.69737,0.640661,45.0,14,2.1953535079956055
1.60119,1.23754,-0.0353237,44.0,7,1.6011923551559448
2.17997,1.68427,0.738152,87.0,15,2.1799724102020264
2.19457,1.69065,-0.742293,34.0,0,2.1945650577545166
2.2257,1.71464,0.0490413,68.0,8,2.2256953716278076
2.2264,1.71456,-0.648759,20.0,1,2.2263994216918945
2.11913,1.63136,0.140156,3.0,9,2.119128942489624
2.22803,1.71457,-0.546477,45.0,2,2.2280256748199463
2.11137,1.62422,0.233054,2.0,10,2.1113710403442383
1.56591,1.20417,-0.312869,12.0,3,1.5659117698669434
2.12753,1.63605,0.329535,2.0,11,2.1275255680084229
1.54864,1.19046,-0.239839,80.0,4,1.5486428737640381
2.13334,1.63934,0.426128,2.0,12,2.1333434581756592
1.58003,1.21372,-0.174311,62.0,5,1.5800336599349976
2.19245,1.68354,0.537318,84.0,13,2.192448616027832
2.21547,1.69999,0.64471,78.0,14,2.2154748439788818
1.62137,1.24412,-0.0356727,51.0,7,1.621367335319519
2.19044,1.68018,0.739705,91.0,15,2.1904363632202148
2.21887,1.69707,-0.748505,20.0,0,2.2188675403594971
2.22879,1.70404,0.0489715,67.0,8,2.2287881374359131
2.23267,1.70639,-0.648759,18.0,1,2.2326691150665283
2.11529,1.61668,0.139528,3.0,9,2.1152889728546143
2.24648,1.71632,-0.54953,45.0,2,2.2464778423309326
2.11228,1.61321,0.232532,3.0,10,2.1122779846191406
1.57011,1.1987,-0.312869,16.0,3,1.5701053142547607
2.13351,1.62824,0.329535,2.0,11,2.133507251739502
1.553,1.18478,-0.239839,87.0,4,1.552996039390564
2.15947,1.64746,0.430195,2.0,12,2.1594700813293457
1.59377,1.21544,-0.175357,62.0,5,1.5937659740447998
2.19675,1.67469,0.536937,77.0,13,2.1967508792877197
2.22295,1.69343,0.64516,52.0,14,2.2229452133178711
1.62252,1.23603,-0.0356029,33.0,7,1.62251877784729
2.19783,1.67369,0.740223,85.0,15,2.1978254318237305
2.24478,1.7045,-0.755234,15.0,0,2.2447788715362549
2.2408,1.70147,0.0491111,62.0,8,2.2407965660095215
2.23366,1.69544,-0.647409,20.0,1,2.2336583137512207
2.09864,1.59238,0.138062,3.0,9,2.0986437797546387
2.25715,1.71203,-0.550675,49.0,2,2.2571485042572021
2.11948,1.60703,0.232706,3.0,10,2.1194832324981689
1.58981,1.20542,-0.315998,23.0,3,1.589812159538269
2.09776,1.58998,0.323198,2.0,11,2.0977621078491211
1.55375,1.17723,-0.239351,80.0,4,1.5537523031234741
2.14631,1.6256,0.42644,2.0,12,2.1463108062744141
1.58688,1.20146,-0.174137,50.0,5,1.5868796110153198
2.21794,1.67925,0.540753,84.0,13,2.2179443836212158
2.23166,1.6884,0.646059,69.0,14,2.231656551361084
1.6332,1.23518,-0.0357425,9.0,7,1.633203387260437
2.21136,1.67183,0.742811,81.0,15,2.211359977722168
2.25967,1.70402,-0.75834,14.0,0,2.2596731185913086
2.2563,1.70086,0.0493205,70.0,8,2.2563035488128662
2.24423,1.69115,-0.648759,28.0,1,2.2442324161529541
2.09594,1.5794,0.137539,3.0,9,2.095937967300415
2.26281,1.70453,-0.550675,61.0,2,2.2628121376037598
2.11525,1.5928,0.23166,2.0,10,2.1152517795562744
1.59559,1.20105,-0.316311,27.0,3,1.5955888032913208
2.10647,1.58504,0.323685,2.0,11,2.1064713001251221
1.55785,1.1718,-0.239351,82.0,4,1.5578517913818359
2.14064,1.61016,0.42425,2.0,12,2.1406397819519043
1.59086,1.19619,-0.174137,53.0,5,1.5908553600311279
2.23164,1.67739,0.542661,79.0,13,2.2316398620605469
2.2313,1.67592,0.64426,55.0,14,2.2313041687011719
1.64369,1.23456,-0.0358821,7.0,7,1.6436858177185059
2.22616,1.67145,0.745917,72.0,15,2.2261607646942139
2.25942,1.69149,-0.756269,14.0,0,2.2594220638275146
2.26833,1.69817,0.0494601,68.0,8,2.2683343887329102
2.26231,1.69304,-0.652358,56.0,1,2.2623095512390137
2.09184,1.5649,0.136911,3.0,9,2.0918424129486084
2.22944,1.66723,-0.541134,25.0,2,2.2294425964355469
2.10484,1.57348,0.229917,3.0,10,2.1048402786254883
1.60747,1.20167,-0.317875,40.0,3,1.6074733734130859
2.11808,1.5828,0.32466,2.0,11,2.1180768013000488
1.56809,1.17138,-0.240326,75.0,4,1.5680903196334839
2.13992,1.59795,0.422999,2.0,12,2.1399166584014893
1.58384,1.18228,-0.172917,48.0,5,1.5838445425033569
2.24506,1.67585,0.544569,75.0,13,2.2450559139251709
2.25559,1.68249,0.649659,69.0,14,2.2555944919586182
1.63837,1.22165,-0.0356727,3.0,7,1.6383663415908813
2.23043,1.66251,0.745399,78.0,15,2.2304322719573975
2.26871,1.68551,-0.757305,14.0,0,2.268707275390625
2.26842,1.68467,0.0493205,66.0,8,2.2684171199798584
2.27349,1.68783,-0.653708,57.0,1,2.2734880447387695
2.10238,1.56079,0.137225,3.0,9,2.1023752689361572
2.01325,1.49408,-0.487326,30.0,2,2.0132455825805664
2.10419,1.561,0.22922,3.0,10,2.1041932106018066
1.6089,1.19313,-0.317249,45.0,3,1.6089026927947998
2.10819,1.56283,0.322223,2.0,11,2.1081914901733398
1.58194,1.17271,-0.241789,76.0,4,1.5819408893585205
2.14576,1.5901,0.422999,2.0,12,2.1457586288452148
1.58497,1.1741,-0.172568,44.0,5,1.5849654674530029
2.24832,1.66488,0.543806,73.0,13,2.2483181953430176
2.25861,1.6719,0.648759,70.0,14,2.258613109588623
1.66052,1.22872,-0.0360567,2.0,7,1.660515308380127
2.23962,1.65663,0.746434,63.0,15,2.2396166324615479
2.28672,1.68715,-0.761446,14.0,0,2.2867212295532227
2.27721,1.67952,0.0493903,67.0,8,2.2772092819213867
2.27437,1.67681,-0.652358,39.0,1,2.2743673324584961
2.09629,1.54551,0.136492,3.0,9,2.0962867736816406
2.00871,1.48041,-0.485036,56.0,2,2.0087065696716309
2.10294,1.54929,0.228522,3.0,10,2.1029417514801025
1.61126,1.18662,-0.316936,46.0,3,1.611259937286377
2.11656,1.55818,0.32271,2.0,11,2.1165602207183838
1.58902,1.16981,-0.242276,78.0,4,1.589018702507019
2.13988,1.57478,0.420809,2.0,12,2.1398823261260986
1.59367,1.17238,-0.173091,28.0,5,1.5936652421951294
2.25857,1.66091,0.544951,72.0,13,2.2585723400115967
2.27828,1.67479,0.652808,66.0,14,2.2782759666442871
1.66458,1.2232,-0.0360567,3.0,7,1.6645810604095459
2.25911,1.65948,0.751093,72.0,15,2.259110689163208
2.2923,1.67956,-0.761446,14.0,0,2.2923030853271484
2.28922,1.67668,0.0495299,68.0,8,2.2892196178436279
2.00004,1.46434,-0.572275,16.0,1,2.000035285949707
2.10167,1.53819,0.136492,3.0,9,2.1016678810119629
2.01519,1.4749,-0.485418,72.0,2,2.0151889324188232
2.10003,1.53643,0.227651,3.0,10,2.1000282764434814
1.61519,1.18127,-0.316936,49.0,3,1.6151859760284424
2.10729,1.54061,0.320516,3.0,11,2.107292652130127
1.58989,1.16192,-0.241789,84.0,4,1.589887261390686
2.14537,1.5673,0.420809,2.0,12,2.145366907119751
1.5895,1.16121,-0.17222,20.0,5,1.5894999504089355
2.27358,1.66036,0.54724,60.0,13,2.2735800743103027
2.28883,1.67027,0.654158,56.0,14,2.2888309955596924
1.68176,1.22681,-0.0363359,4.0,7,1.6817641258239746
2.26957,1.655,0.752646,60.0,15,2.2695729732513428
2.08568,1.517,-0.691047,7.0,0,2.0856785774230957
2.30153,1.67339,0.0496695,66.0,8,2.3015267848968506
2.00356,1.45621,-0.571826,44.0,1,2.0035586357116699
2.09733,1.5238,0.135864,3.0,9,2.09732985496521
2.00921,1.45977,-0.482747,77.0,2,2.0092072486877441
2.10699,1.53026,0.227825,3.0,10,2.1069893836975098
1.63049,1.18375,-0.319126,53.0,3,1.6304888725280762
2.10784,1.52975,0.319785,3.0,11,2.1078381538391113
1.58751,1.1517,-0.240814,91.0,4,1.5875054597854614
2.13323,1.54704,0.417367,2.0,12,2.1332340240478516
1.60322,1.16267,-0.173266,10.0,5,1.6032207012176514
2.30003,1.66739,0.552201,65.0,13,2.3000261783599854
2.2978,1.66456,0.655057,57.0,14,2.2978034019470215
1.65364,1.19748,-0.0356378,2.0,7,1.6536440849304199
2.29255,1.65953,0.75834,67.0,15,2.2925500869750977
1.99385,1.4396,-0.658953,32.0,0,1.9938524961471558
2.31384,1.67002,0.0498092,67.0,8,2.313840389251709
1.99441,1.43894,-0.567777,50.0,1,1.9944068193435669
2.09616,1.5118,0.135445,3.0,9,2.096156120300293
2.00792,1.44816,-0.48122,86.0,2,2.0079209804534912
2.09292,1.50891,0.225733,3.0,10,2.0929248332977295
1.63301,1.1769,-0.318813,51.0,3,1.6330087184906006
2.12122,1.52818,0.321004,3.0,11,2.1212179660797119
1.59474,1.14847,-0.241301,89.0,4,1.5947381258010864
2.13542,1.53728,0.416741,2.0,12,2.1354150772094727
1.5816,1.13817,-0.170477,3.0,5,1.5815964937210083
2.30264,1.65706,0.551438,67.0,13,2.3026449680328369
2.31942,1.6679,0.659557,61.0,14,2.3194215297698975
1.66593,1.19754,-0.0358123,1.0,7,1.6659321784973145
2.29833,1.65152,0.75834,72.0,15,2.2983279228210449
1.99912,1.43228,-0.658953,45.0,0,1.9991158246994019
2.31966,1.66194,0.0498092,68.0,8,2.3196561336517334
2.00575,1.43651,-0.569576,54.0,1,2.005753755569458
2.09493,1.49982,0.135027,3.0,9,2.0949251651763916
2.01801,1.44422,-0.482365,96.0,2,2.0180051326751709
2.09034,1.49543,0.224862,3.0,10,2.0903387069702148
1.6357,1.16975,-0.318501,53.0,3,1.6357042789459229
2.11362,1.51153,0.319054,3.0,11,2.1136224269866943
1.6052,1.14751,-0.242276,84.0,4,1.6051969528198242
2.13755,1.52752,0.416116,2.0,12,2.1375527381896973
1.52882,1.09211,-0.164376,0.0,5,1.5288170576095581
2.30711,1.64747,0.551056,64.0,13,2.3071057796478271
2.33186,1.66392,0.661356,61.0,14,2.3318638801574707
2.31037,1.64797,0.76041,72.0,15,2.3103702068328857
1.99781,1.42082,-0.656883,56.0,0,1.9978057146072388
2.32247,1.65111,0.0497394,64.0,8,2.322472095489502
1.99512,1.41786,-0.565077,61.0,1,1.9951215982437134
2.09715,1.48982,0.134817,3.0,9,2.097151517868042
2.02303,1.43716,-0.482365,96.0,2,2.0230338573455811
2.09392,1.48697,0.224688,3.0,10,2.0939218997955322
1.63495,1.16061,-0.317562,56.0,3,1.6349455118179321
2.12239,1.50607,0.319541,3.0,11,2.1223857402801514
1.61263,1.14392,-0.242764,78.0,4,1.6126300096511841
2.13669,1.5151,0.414864,2.0,12,2.1366927623748779
1.49849,1.06256,-0.160715,1.0,5,1.4984898567199707
2.31284,1.6394,0.551056,64.0,13,2.3128421306610107
2.35038,1.66478,0.664955,59.0,14,2.3503804206848145
